x,y,STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,FRE_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,FRE_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FRE_STN_OPERATOR_NAME,FIRST_DATE,LAST_DATE,HLY_FIRST_DATE,HLY_LAST_DATE,DLY_FIRST_DATE,DLY_LAST_DATE,MLY_FIRST_DATE,MLY_LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA,HAS_HOURLY_DATA
-67.75,47.81666666666667,6230,RAPIDS DEPOT,NB,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,CAN,474900000,-674500000,AST,167.60,8104284,,,N/A,E,1,6,,,,,1972-01-01 00:00:00,1988-12-01 00:00:00,,,1972-10-01 00:00:00,1988-06-30 00:00:00,1972-01-01 00:00:00,1988-12-01 00:00:00,Y,N,N
-65.45,46.766666666666666,6235,ROGERSVILLE,NB,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,CAN,464600000,-652700000,AST,64.00,8104465,,,N/A,G,1,8,,,,,1974-01-01 00:00:00,1976-12-01 00:00:00,,,1974-03-01 00:00:00,1976-07-31 00:00:00,1974-01-01 00:00:00,1976-12-01 00:00:00,Y,N,N
-73.18333333333334,46.05,5208,BERTHIERVILLE,QC,QUEBEC,QUÉBEC,CAN,460300000,-731100000,EST,12.20,7010720,,,N/A,C,1,4,,,,,1919-01-01 00:00:00,1995-10-01 00:00:00,,,1919-08-01 00:00:00,1995-05-31 00:00:00,1919-01-01 00:00:00,1995-10-01 00:00:00,Y,N,N
-73.35,45.81666666666667,5228,ILE BOUCHARD,QC,QUEBEC,QUÉBEC,CAN,454900000,-732100000,EST,9.10,7013279,,,N/A,,1,9,,,,,1974-10-01 00:00:00,1975-06-30 00:00:00,,,1974-10-01 00:00:00,1975-06-30 00:00:00,,,Y,N,N
-73.43333333333334,46.03333333333333,5229,JOLIETTE,QC,QUEBEC,QUÉBEC,CAN,460200000,-732600000,EST,58.50,7013360,,,N/A,G,1,8,,,,,1913-01-01 00:00:00,1972-12-01 00:00:00,,,1913-10-01 00:00:00,1972-09-30 00:00:00,1913-01-01 00:00:00,1972-12-01 00:00:00,Y,N,N
-71.36666666666666,46.86666666666667,5242,LORETTEVILLE,QC,QUEBEC,QUÉBEC,CAN,465200000,-712200000,EST,129.50,7014329,,,N/A,G,1,8,,,,,1977-01-01 00:00:00,1982-12-01 00:00:00,,,1977-10-01 00:00:00,1982-11-30 00:00:00,1977-01-01 00:00:00,1982-12-01 00:00:00,Y,N,N
-73.01666666666667,46.266666666666666,5243,LOUISEVILLE,QC,QUEBEC,QUÉBEC,CAN,461600000,-730100000,EST,45.00,7014332,,,N/A,D,1,5,GOVQC,GOVQC,Government of Quebec,Gouvernement du Québec,1967-01-01 00:00:00,2024-08-31 00:00:00,,,1967-01-01 00:00:00,2024-08-31 00:00:00,1967-01-01 00:00:00,2018-02-01 00:00:00,Y,N,N
-73.01666666666667,46.233333333333334,5245,MASKINONGE,QC,QUEBEC,QUÉBEC,CAN,461400000,-730100000,EST,15.20,7014630,,,N/A,G,1,9,,,,,1957-01-01 00:00:00,1973-12-01 00:00:00,,,1957-06-01 00:00:00,1973-07-31 00:00:00,1957-01-01 00:00:00,1973-12-01 00:00:00,Y,N,N
-87.16666666666667,48.78333333333333,3985,AGUASABON,ON,ONTARIO,ONTARIO,CAN,484700000,-871000000,EST,189.00,6040081,,,N/A,G,1,8,,,,,1950-01-01 00:00:00,1972-12-01 00:00:00,,,1950-06-01 00:00:00,1972-05-31 00:00:00,1950-01-01 00:00:00,1972-12-01 00:00:00,Y,N,N
-89.1,50.25,3988,ARMSTRONG JELLIEN,ON,ONTARIO,ONTARIO,CAN,501500000,-890600000,EST,341.40,6040330,,,N/A,G,1,8,,,,,1987-01-01 00:00:00,1992-12-01 00:00:00,,,1987-12-01 00:00:00,1992-10-31 00:00:00,1987-01-01 00:00:00,1992-12-01 00:00:00,Y,N,N
-87.95,49.61666666666667,3989,BEARDMORE,ON,ONTARIO,ONTARIO,CAN,493700000,-875700000,EST,304.80,6040572,,,N/A,E,1,6,,,,,1973-01-01 00:00:00,1986-12-01 00:00:00,,,1973-11-01 00:00:00,1986-10-31 00:00:00,1973-01-01 00:00:00,1986-12-01 00:00:00,Y,N,N
-88.61666666666666,49.06666666666667,3992,BLACK STURGEON RIVER,ON,ONTARIO,ONTARIO,CAN,490400000,-883700000,EST,219.50,6040790,,,N/A,,1,9,,,,,1957-10-01 00:00:00,1959-12-01 00:00:00,,,1957-10-01 00:00:00,1959-05-31 00:00:00,1958-01-01 00:00:00,1959-12-01 00:00:00,Y,N,N
-90.58333333333333,48.61666666666667,3993,BURCHELL LAKE,ON,ONTARIO,ONTARIO,CAN,483700000,-903500000,EST,464.80,6041036,,,N/A,,1,9,,,,,1962-01-01 00:00:00,1967-12-01 00:00:00,,,1962-08-01 00:00:00,1967-08-31 00:00:00,1962-01-01 00:00:00,1967-12-01 00:00:00,Y,N,N
-89.68333333333334,48.35,3997,FLINT,ON,ONTARIO,ONTARIO,CAN,482100000,-894100000,EST,274.00,6042MJ7,,,Climate-Staffed,C,1,4,,,,,1979-01-01 00:00:00,2014-02-28 00:00:00,,,1979-03-01 00:00:00,2014-02-28 00:00:00,1979-01-01 00:00:00,2006-12-01 00:00:00,Y,Y,N
-86.4,48.71666666666667,4026,MARATHON,ON,ONTARIO,ONTARIO,CAN,484300000,-862400000,EST,189.00,6044959,,,N/A,F,1,7,,,,,1945-01-01 00:00:00,1984-12-01 00:00:00,,,1945-06-01 00:00:00,1984-02-29 00:00:00,1945-01-01 00:00:00,1984-12-01 00:00:00,Y,N,N
-86.7,50.18333333333333,4029,NAKINA A,ON,ONTARIO,ONTARIO,CAN,501100000,-864200000,EST,324.60,6045550,,,N/A,,1,9,,,,,1939-01-01 00:00:00,1967-12-01 00:00:00,1953-01-01 00:00:00,1967-11-15 12:00:00,1939-06-01 00:00:00,1967-11-30 00:00:00,1939-01-01 00:00:00,1967-12-01 00:00:00,Y,N,N
-78.36666666666666,44.233333333333334,29906,PETERBOROUGH AWOS,ON,ONTARIO,ONTARIO,CAN,441400000,-782200000,EST,191.40,6166420,,,Aviation-Auto,,,,,,,,2004-04-07 04:00:00,2010-09-23 13:00:00,2004-04-07 04:00:00,2010-09-23 13:00:00,2004-11-01 00:00:00,2010-09-23 00:00:00,2004-11-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-79.8488888888889,47.695,30246,EARLTON AWOS,ON,ONTARIO,ONTARIO,CAN,474142000,-795056000,EST,243.40,6072224,,,Aviation-Auto,,,,,,,,2000-04-23 10:00:00,2011-10-20 13:00:00,2000-04-23 10:00:00,2011-10-20 13:00:00,2000-09-20 00:00:00,2011-10-20 00:00:00,2004-11-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-75.71666666666667,45.38333333333333,30578,OTTAWA CDA RCS,ON,ONTARIO,ONTARIO,CAN,452300000,-754300000,EST,79.20,6105978,XOA,71063,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2000-10-19 00:00:00,2024-10-02 12:30:01,2000-10-19 18:00:00,2024-10-02 12:30:01,2000-10-19 00:00:00,2024-10-02 00:00:00,2003-04-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-89.31666666666666,48.36666666666667,30667,THUNDER BAY AWOS,ON,ONTARIO,ONTARIO,CAN,482200000,-891900000,EST,199.30,6048264,ZQT,71749,Aviation-Auto,,,,,,,,1994-12-01 00:00:00,2012-02-09 00:00:00,,,1994-12-01 00:00:00,2012-02-09 00:00:00,2004-10-01 00:00:00,2006-12-01 00:00:00,Y,N,N
-87.1,48.81666666666667,32393,TERRACE BAY(AUT),ON,ONTARIO,ONTARIO,CAN,484900000,-870600000,EST,289.60,6048235,ZTJ,,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2002-11-25 09:00:00,2007-10-23 13:00:00,2002-11-25 09:00:00,2007-10-23 13:00:00,2003-10-01 00:00:00,2006-12-31 00:00:00,2003-10-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-80.48529666666667,44.57362,4396,THORNBURY SLAMA,ON,ONTARIO,ONTARIO,CAN,443425032,-802907068,EST,213.40,611HBEC,,,Climate-Staffed,A,1,1,,,,,1968-01-01 00:00:00,2005-05-31 00:00:00,,,1968-03-01 00:00:00,2005-05-31 00:00:00,1968-01-01 00:00:00,2005-05-01 00:00:00,Y,Y,N
-79.78333333333333,44.233333333333334,4397,EGBERT CARE,ON,ONTARIO,ONTARIO,CAN,441400000,-794700000,EST,252.00,611KBE0,,,N/A,E,1,6,,,,,1988-01-01 00:00:00,2007-04-26 00:00:00,,,1988-08-01 00:00:00,2007-04-26 00:00:00,1988-01-01 00:00:00,2006-12-01 00:00:00,Y,N,N
-79.4,46.083333333333336,4417,BINGHAM CHUTE,ON,ONTARIO,ONTARIO,CAN,460500000,-792400000,EST,242.30,6110745,,,N/A,,1,9,,,,,1933-01-01 00:00:00,1970-12-01 00:00:00,,,1933-02-01 00:00:00,1970-05-31 00:00:00,1933-01-01 00:00:00,1970-12-01 00:00:00,Y,N,N
-79.56666666666666,44.15,4422,BRADFORD BROWN,ON,ONTARIO,ONTARIO,CAN,440900000,-793400000,EST,292.60,6110859,,,N/A,G,1,8,,,,,1972-01-01 00:00:00,1976-12-01 00:00:00,,,1972-05-01 00:00:00,1976-04-30 00:00:00,1972-01-01 00:00:00,1976-12-01 00:00:00,Y,N,N
-80.46666666666667,44.516666666666666,4430,CLARKSBURG,ON,ONTARIO,ONTARIO,CAN,443100000,-802800000,EST,231.60,6111546,,,N/A,,1,9,,,,,1966-01-01 00:00:00,1966-12-01 00:00:00,,,1966-06-01 00:00:00,1966-11-30 00:00:00,1966-01-01 00:00:00,1966-12-01 00:00:00,Y,N,N
-80.21666666666667,44.483333333333334,4433,COLLINGWOOD,ON,ONTARIO,ONTARIO,CAN,442900000,-801300000,EST,182.90,6111793,,,N/A,G,1,8,,,,,1869-01-01 00:00:00,1974-12-01 00:00:00,,,1869-11-01 00:00:00,1974-08-31 00:00:00,1869-01-01 00:00:00,1974-12-01 00:00:00,Y,N,N
-80.25,44.5,4435,COLLINGWOOD SMART BROS,ON,ONTARIO,ONTARIO,CAN,443000000,-801500000,EST,198.10,6111797,,,N/A,,1,9,,,,,1965-12-01 00:00:00,1967-12-01 00:00:00,,,1965-12-01 00:00:00,1967-03-31 00:00:00,1966-01-01 00:00:00,1967-12-01 00:00:00,Y,N,N
-71.26666666666667,46.8,5250,QUEBEC 2,QC,QUEBEC,QUÉBEC,CAN,464800000,-711600000,EST,76.20,7016281,,,N/A,,1,9,,,,,1956-01-01 00:00:00,1968-12-01 00:00:00,,,1956-09-01 00:00:00,1968-02-29 00:00:00,1956-01-01 00:00:00,1968-12-01 00:00:00,Y,N,N
-72.23333333333333,46.583333333333336,5257,STE ANNE DE LA PERADE,QC,QUEBEC,QUÉBEC,CAN,463500000,-721400000,EST,16.00,7016840,,,N/A,A,1,1,GOVQC,GOVQC,Government of Quebec,Gouvernement du Québec,1949-01-01 00:00:00,2024-08-31 00:00:00,,,1949-08-01 00:00:00,2024-08-31 00:00:00,1949-01-01 00:00:00,2018-02-01 00:00:00,N,Y,N
-73.35,46.35,5262,ST CHARLES DE MANDEVILLE,QC,QUEBEC,QUÉBEC,CAN,462100000,-732100000,EST,167.60,7016960,,,N/A,E,1,6,GOVQC,GOVQC,Government of Quebec,Gouvernement du Québec,1921-01-01 00:00:00,2024-08-31 00:00:00,,,1921-04-01 00:00:00,2024-08-31 00:00:00,1921-01-01 00:00:00,2018-02-01 00:00:00,Y,Y,N
-73.36666666666666,46.06666666666667,5270,STE ELIZABETH,QC,QUEBEC,QUÉBEC,CAN,460400000,-732200000,EST,45.70,7017148,,,N/A,G,1,8,,,,,1979-01-01 00:00:00,1985-12-01 00:00:00,,,1979-11-01 00:00:00,1985-01-31 00:00:00,1979-01-01 00:00:00,1985-12-01 00:00:00,Y,N,N
-72.43333333333334,46.53333333333333,5281,ST NARCISSE,QC,QUEBEC,QUÉBEC,CAN,463200000,-722600000,EST,46.00,7017585,,,N/A,C,1,4,GOVQC,GOVQC,Government of Quebec,Gouvernement du Québec,1973-01-01 00:00:00,2024-08-31 00:00:00,,,1973-07-01 00:00:00,2024-08-31 00:00:00,1973-01-01 00:00:00,2018-02-01 00:00:00,Y,Y,N
-72.8,46.36666666666667,5286,ST THOMAS DE CAXTON,QC,QUEBEC,QUÉBEC,CAN,462200000,-724800000,EST,53.00,7017757,,,N/A,F,1,7,,,,,1980-11-01 00:00:00,1991-11-01 00:00:00,,,1980-11-01 00:00:00,1991-01-31 00:00:00,1981-01-01 00:00:00,1991-11-01 00:00:00,Y,N,N
-74.03333333333333,45.4,5295,VAUDREUIL,QC,QUEBEC,QUÉBEC,CAN,452400000,-740200000,EST,27.40,7018697,,,N/A,G,1,9,,,,,1968-01-01 00:00:00,1972-05-31 00:00:00,,,1968-10-01 00:00:00,1972-05-31 00:00:00,1968-01-01 00:00:00,1971-12-01 00:00:00,Y,N,N
-89.88333333333334,48.1,4033,NOLALU SSW22,ON,ONTARIO,ONTARIO,CAN,480600000,-895300000,EST,349.90,6045676,,,N/A,G,1,8,,,,,1979-01-01 00:00:00,1985-12-01 00:00:00,,,1979-05-01 00:00:00,1985-07-31 00:00:00,1979-01-01 00:00:00,1985-12-01 00:00:00,Y,N,N
-89.26666666666667,48.416666666666664,4040,PORT ARTHUR CKPR,ON,ONTARIO,ONTARIO,CAN,482500000,-891600000,EST,188.10,6046590,,,N/A,,1,9,,,,,1959-01-01 00:00:00,1963-12-01 00:00:00,,,1959-08-01 00:00:00,1963-06-30 00:00:00,1959-01-01 00:00:00,1963-12-01 00:00:00,Y,N,N
-90.9,49.416666666666664,4042,QUORN,ON,ONTARIO,ONTARIO,CAN,492500000,-905400000,EST,444.70,6046811,,,N/A,,1,9,,,,,1915-01-01 00:00:00,1960-12-31 00:00:00,,,1915-04-01 00:00:00,1960-12-31 00:00:00,1915-01-01 00:00:00,1960-12-01 00:00:00,Y,N,N
-87.1,48.8,4054,TERRACE BAY,ON,ONTARIO,ONTARIO,CAN,484800000,-870600000,EST,289.00,6048230,,,Climate-Staffed,D,1,5,,,,,1972-01-01 00:00:00,1999-06-30 00:00:00,,,1972-07-01 00:00:00,1999-06-30 00:00:00,1972-01-01 00:00:00,1999-06-01 00:00:00,Y,N,N
-84.71666666666667,47.916666666666664,4075,HIGH FALLS,ON,ONTARIO,ONTARIO,CAN,475500000,-844300000,EST,221.00,6053463,,,N/A,E,1,6,,,,,1976-01-01 00:00:00,1989-12-01 00:00:00,,,1976-11-01 00:00:00,1989-08-31 00:00:00,1976-01-01 00:00:00,1989-12-01 00:00:00,Y,N,N
-84.76666666666667,49.2,4077,HORNEPAYNE A,ON,ONTARIO,ONTARIO,CAN,491200000,-844600000,EST,335.00,6053575,,,N/A,F,1,7,,,,,1990-01-01 00:00:00,1995-07-31 00:00:00,,,1990-04-01 00:00:00,1995-07-31 00:00:00,1990-01-01 00:00:00,1995-07-01 00:00:00,Y,N,N
-83.23333333333333,46.28333333333333,4079,IRON BRIDGE,ON,ONTARIO,ONTARIO,CAN,461700000,-831400000,EST,182.90,6053804,,,N/A,G,1,8,,,,,1974-01-01 00:00:00,1975-12-01 00:00:00,,,1974-02-01 00:00:00,1975-06-30 00:00:00,1974-01-01 00:00:00,1975-12-01 00:00:00,Y,N,N
-74.68138888888889,45.03138888888889,42004,CORNWALL,ON,ONTARIO,ONTARIO,CAN,450153000,-744053000,EST,58.00,6101875,TCW,,Climate-Auto,,,,,,,,2003-10-07 00:00:00,2007-06-14 07:00:00,2003-10-07 15:00:00,2007-06-14 07:00:00,2003-10-07 00:00:00,2007-06-14 00:00:00,,,Y,N,N
-75.33666666666667,45.05111111111111,42005,WINCHESTER,ON,ONTARIO,ONTARIO,CAN,450304000,-752012000,EST,75.00,6109517,TWN,,Climate-Auto,,,,,,,,2003-10-09 00:00:00,2007-06-14 07:00:00,2003-10-09 11:00:00,2007-06-14 07:00:00,2003-10-09 00:00:00,2007-06-14 00:00:00,,,Y,N,N
-79.36666666666666,44.916666666666664,4450,GRAVENHURST,ON,ONTARIO,ONTARIO,CAN,445500000,-792200000,EST,248.40,6113000,,,N/A,,1,9,,,,,1870-01-01 00:00:00,1949-12-01 00:00:00,,,1870-11-01 00:00:00,1949-09-30 00:00:00,1870-01-01 00:00:00,1949-12-01 00:00:00,Y,N,N
-80.76666666666667,44.05,4455,HOLSTEIN,ON,ONTARIO,ONTARIO,CAN,440300000,-804600000,EST,407.20,6113480,,,N/A,,1,9,,,,,1953-01-01 00:00:00,1966-12-01 00:00:00,,,1953-02-01 00:00:00,1966-04-30 00:00:00,1953-01-01 00:00:00,1966-12-01 00:00:00,Y,N,N
-79.35,45.583333333333336,4462,KATRINE,ON,ONTARIO,ONTARIO,CAN,453500000,-792100000,EST,299.90,6114005,,,N/A,,1,9,,,,,1949-01-01 00:00:00,1949-12-01 00:00:00,,,1949-04-01 00:00:00,1949-10-31 00:00:00,1949-01-01 00:00:00,1949-12-01 00:00:00,Y,N,N
-81.21666666666667,44.95,4467,LIONS HEAD,ON,ONTARIO,ONTARIO,CAN,445700000,-811300000,EST,248.10,6114437,,,N/A,,1,9,,,,,1883-01-01 00:00:00,1906-12-01 00:00:00,,,1883-05-01 00:00:00,1906-07-31 00:00:00,1883-01-01 00:00:00,1906-12-01 00:00:00,Y,N,N
-79.35,46.083333333333336,4494,POWASSAN VALLEYVIEW,ON,ONTARIO,ONTARIO,CAN,460500000,-792100000,EST,274.30,6116703,,,N/A,G,1,8,,,,,1970-01-01 00:00:00,1974-12-01 00:00:00,,,1970-04-01 00:00:00,1974-04-30 00:00:00,1970-01-01 00:00:00,1974-12-01 00:00:00,Y,N,N
-80.63779,44.20361166666667,4496,PRICEVILLE,ON,ONTARIO,ONTARIO,CAN,441213002,-803816044,EST,472.10,6116718,,,Climate-Staffed,C,1,4,,,,,1980-01-01 00:00:00,2014-02-28 00:00:00,,,1980-07-01 00:00:00,2014-02-28 00:00:00,1980-01-01 00:00:00,2006-12-01 00:00:00,Y,N,N
-71.73333333333333,45.666666666666664,5300,ST CAMILLE WOLFE,QC,QUEBEC,QUÉBEC,CAN,454000000,-714400000,EST,268.20,702FR30,,,N/A,C,1,4,GOVQC,GOVQC,Government of Quebec,Gouvernement du Québec,1975-01-01 00:00:00,2024-08-31 00:00:00,,,1975-06-01 00:00:00,2024-08-31 00:00:00,1975-01-01 00:00:00,2018-02-01 00:00:00,Y,N,N
-71.88333333333334,45.083333333333336,5307,BARNSTON,QC,QUEBEC,QUÉBEC,CAN,450500000,-715300000,EST,445.00,7020DDP,,,N/A,F,1,7,,,,,1965-01-01 00:00:00,1982-12-01 00:00:00,,,1965-05-01 00:00:00,1982-03-31 00:00:00,1965-01-01 00:00:00,1982-12-01 00:00:00,Y,N,N
-71.95,46.016666666666666,5310,ARTHABASKA,QC,QUEBEC,QUÉBEC,CAN,460100000,-715700000,EST,140.00,7020305,,,N/A,D,1,5,GOVQC,GOVQC,Government of Quebec,Gouvernement du Québec,1969-01-01 00:00:00,2024-08-31 00:00:00,,,1969-10-01 00:00:00,2024-08-31 00:00:00,1969-01-01 00:00:00,2018-02-01 00:00:00,Y,N,N
-71.95,45.766666666666666,5311,ASBESTOS,QC,QUEBEC,QUÉBEC,CAN,454600000,-715700000,EST,228.60,7020360,,,N/A,F,1,7,,,,,1948-01-01 00:00:00,1987-12-01 00:00:00,,,1948-05-01 00:00:00,1987-04-30 00:00:00,1948-01-01 00:00:00,1987-12-01 00:00:00,Y,N,N
-72.4,46.0,5321,BON CONSEIL EXP ST,QC,QUEBEC,QUÉBEC,CAN,460000000,-722400000,EST,76.20,7020820,,,N/A,,1,9,,,,,1960-01-01 00:00:00,1960-12-01 00:00:00,,,1960-04-01 00:00:00,1960-11-30 00:00:00,1960-01-01 00:00:00,1960-12-01 00:00:00,Y,N,N
-71.56666666666666,45.3,5337,CLIFTON RIVER,QC,QUEBEC,QUÉBEC,CAN,451800000,-713400000,EST,342.90,7021718,,,N/A,F,1,7,,,,,1973-01-01 00:00:00,1981-12-31 00:00:00,,,1973-01-01 00:00:00,1981-12-31 00:00:00,1973-01-01 00:00:00,1981-12-01 00:00:00,Y,N,N
-71.86666666666666,45.21666666666667,5341,COMPTON STATION CDA FE,QC,QUEBEC,QUÉBEC,CAN,451300000,-715200000,EST,312.40,7021917,,,N/A,G,1,8,,,,,1960-01-01 00:00:00,1975-12-01 00:00:00,,,1960-04-01 00:00:00,1975-11-30 00:00:00,1960-01-01 00:00:00,1975-12-01 00:00:00,Y,N,N
