x,y,STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,FRE_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,FRE_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FRE_STN_OPERATOR_NAME,FIRST_DATE,LAST_DATE,HLY_FIRST_DATE,HLY_LAST_DATE,DLY_FIRST_DATE,DLY_LAST_DATE,MLY_FIRST_DATE,MLY_LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA,HAS_HOURLY_DATA
-112.01666666666667,54.766666666666666,2549,LAC LA BICHE A,AB,ALBERTA,ALBERTA,CAN,544600000,-1120100000,MST,565.10,3063684,,,N/A,F,1,7,,,,,1972-01-01 00:00:00,1981-12-01 00:00:00,,,1972-11-01 00:00:00,1981-04-30 00:00:00,1972-01-01 00:00:00,1981-12-01 00:00:00,Y,N,N
-114.88333333333334,53.583333333333336,2558,MAGNOLIA,AB,ALBERTA,ALBERTA,CAN,533500000,-1145300000,MST,755.00,3064157,,,N/A,F,1,7,,,,,1965-01-01 00:00:00,1982-12-31 00:00:00,,,1965-02-01 00:00:00,1982-12-31 00:00:00,1965-01-01 00:00:00,1982-12-01 00:00:00,Y,N,N
-115.11666666666666,53.96666666666667,2563,MAYERTHORPE,AB,ALBERTA,ALBERTA,CAN,535800000,-1150700000,MST,713.20,3064282,,,N/A,G,1,8,,,,,1977-01-01 00:00:00,1983-12-01 00:00:00,,,1977-11-01 00:00:00,1983-09-30 00:00:00,1977-01-01 00:00:00,1983-12-01 00:00:00,Y,N,N
-97.46666666666667,50.983333333333334,3726,BROAD VALLEY,MB,MANITOBA,MANITOBA,CAN,505900000,-972800000,CST,259.10,5030510,,,N/A,C,1,4,,,,,1970-01-01 00:00:00,1995-01-31 00:00:00,,,1970-06-01 00:00:00,1995-01-31 00:00:00,1970-01-01 00:00:00,1995-01-01 00:00:00,Y,N,N
-97.5,50.81666666666667,3729,CHATFIELD,MB,MANITOBA,MANITOBA,CAN,504900000,-973000000,CST,265.80,5030559,,,N/A,G,1,8,,,,,1969-01-01 00:00:00,1995-08-31 00:00:00,,,1969-08-01 00:00:00,1995-08-31 00:00:00,1969-01-01 00:00:00,1995-08-01 00:00:00,Y,N,N
-97.55,51.1,3732,FISHER BRANCH,MB,MANITOBA,MANITOBA,CAN,510600000,-973300000,CST,246.90,5030916,,,Climate-Staffed,G,1,8,,,,,1970-01-01 00:00:00,2005-10-31 00:00:00,,,1970-06-01 00:00:00,2005-10-31 00:00:00,1970-01-01 00:00:00,2005-10-01 00:00:00,Y,N,N
-97.01666666666667,50.63333333333333,3736,GIMLI,MB,MANITOBA,MANITOBA,CAN,503800000,-970100000,CST,222.80,5031038,,,Climate-Staffed,D,1,5,,,,,1972-01-01 00:00:00,1991-12-01 00:00:00,1972-01-01 00:00:00,1991-10-31 12:00:00,1972-01-01 00:00:00,1991-10-31 00:00:00,1972-01-01 00:00:00,1991-12-01 00:00:00,Y,N,Y
-96.0,50.46666666666667,3742,GREAT FALLS,MB,MANITOBA,MANITOBA,CAN,502800000,-960000000,CST,248.70,5031200,,,Climate-Staffed,C,1,4,,,,,1922-01-01 00:00:00,2003-01-31 00:00:00,,,1922-09-01 00:00:00,2003-01-31 00:00:00,1922-01-01 00:00:00,2002-12-01 00:00:00,Y,N,N
-95.19722222222222,49.62388888888889,3746,INDIAN BAY,MB,MANITOBA,MANITOBA,CAN,493726000,-951150000,CST,326.70,5031320,,,Climate-Staffed,A,1,1,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1915-01-01 00:00:00,2024-10-01 00:00:00,,,1915-04-01 00:00:00,2024-10-01 00:00:00,1915-01-01 00:00:00,2007-11-01 00:00:00,N,Y,N
-96.01666666666667,50.11666666666667,3759,SEVEN SISTERS FALLS,MB,MANITOBA,MANITOBA,CAN,500700000,-960100000,CST,266.70,5032640,,,N/A,,1,9,,,,,1950-01-01 00:00:00,1970-12-01 00:00:00,,,1950-09-01 00:00:00,1970-03-31 00:00:00,1950-01-01 00:00:00,1970-12-01 00:00:00,Y,N,N
-98.63333333333334,51.766666666666666,3763,GYPSUMVILLE,MB,MANITOBA,MANITOBA,CAN,514600000,-983800000,CST,259.70,504AKCQ,,,N/A,G,1,8,,,,,1985-01-01 00:00:00,1991-11-01 00:00:00,,,1985-02-01 00:00:00,1991-07-31 00:00:00,1985-01-01 00:00:00,1991-11-01 00:00:00,Y,N,N
-99.05,50.833333333333336,3769,ALONSA,MB,MANITOBA,MANITOBA,CAN,505000000,-990300000,CST,274.30,5040037,,,Climate-Staffed,D,1,5,,,,,1980-01-01 00:00:00,2007-11-30 00:00:00,,,1980-10-01 00:00:00,2007-11-30 00:00:00,1980-01-01 00:00:00,2007-11-01 00:00:00,Y,Y,N
-54.213055555555556,47.88527777777778,6743,SWIFT CURRENT,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,475307000,-541247000,NST,18.20,8403825,,,Climate-Staffed,D,1,5,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1984-01-01 00:00:00,2019-07-30 00:00:00,,,1984-02-01 00:00:00,2019-07-30 00:00:00,1984-01-01 00:00:00,2006-02-01 00:00:00,Y,Y,N
-53.733333333333334,47.61666666666667,6748,THORNLEA T.B.,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,473700000,-534400000,NST,30.50,8403860,,,Climate-Staffed,G,1,8,,,,,1987-12-01 00:00:00,1997-03-31 00:00:00,,,1987-12-01 00:00:00,1997-03-31 00:00:00,1988-01-01 00:00:00,1997-03-01 00:00:00,Y,N,N
-54.81666666666667,49.68333333333333,6756,TWILLINGATE,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,494100000,-544900000,NST,4.90,8404000,,,N/A,,1,9,,,,,1950-01-01 00:00:00,1967-01-31 00:00:00,1953-01-01 00:00:00,1967-01-18 20:30:00,1950-11-01 00:00:00,1967-01-31 00:00:00,1950-01-01 00:00:00,1966-12-01 00:00:00,Y,N,Y
-103.95,58.3,3365,DAWN LAKE,SK,SASKATCHEWAN,SASKATCHEWAN,CAN,581800000,-1035700000,CST,450.00,4062168,,,N/A,G,1,8,,,,,1984-01-01 00:00:00,1986-12-01 00:00:00,,,1984-03-01 00:00:00,1986-09-30 00:00:00,1984-01-01 00:00:00,1986-12-01 00:00:00,Y,N,N
-107.16666666666667,59.333333333333336,3369,FOND DU LAC,SK,SASKATCHEWAN,SASKATCHEWAN,CAN,592000000,-1071000000,CST,210.30,4062580,,,N/A,,1,9,,,,,1905-01-01 00:00:00,1938-12-01 00:00:00,,,1905-10-01 00:00:00,1938-09-30 00:00:00,1905-01-01 00:00:00,1938-12-01 00:00:00,Y,N,N
-107.86666666666666,55.45,3374,ILE A LA CROSSE,SK,SASKATCHEWAN,SASKATCHEWAN,CAN,552700000,-1075200000,CST,420.60,4063420,,,N/A,F,1,7,,,,,1962-01-01 00:00:00,1982-12-31 00:00:00,,,1962-01-01 00:00:00,1982-12-31 00:00:00,1962-01-01 00:00:00,1981-12-01 00:00:00,Y,N,N
-117.21666666666667,53.55,2576,OBED,AB,ALBERTA,ALBERTA,CAN,533300000,-1171300000,MST,1088.10,3064908,,,N/A,G,1,9,,,,,1970-01-01 00:00:00,1972-12-01 00:00:00,,,1970-10-01 00:00:00,1972-03-31 00:00:00,1970-01-01 00:00:00,1972-12-01 00:00:00,Y,N,N
-114.75,54.03333333333333,2578,PADDLE RIVER,AB,ALBERTA,ALBERTA,CAN,540200000,-1144500000,MST,655.30,3064964,,,Climate-Staffed,C,1,4,,,,,1978-01-01 00:00:00,2006-12-31 00:00:00,,,1978-06-01 00:00:00,2006-12-31 00:00:00,1978-01-01 00:00:00,2006-12-01 00:00:00,Y,Y,N
-116.83333333333333,54.233333333333334,2580,PASS CREEK LO,AB,ALBERTA,ALBERTA,CAN,541400000,-1165000000,MST,1135.40,3065000,,,N/A,G,1,9,,,,,1954-01-01 00:00:00,2011-09-29 00:00:00,,,1954-04-01 00:00:00,2011-09-29 00:00:00,1954-01-01 00:00:00,2007-09-01 00:00:00,Y,N,N
-110.05,54.75,2585,PRIMROSE LO,AB,ALBERTA,ALBERTA,CAN,544500000,-1100300000,MST,678.20,3065305,,,N/A,E,1,9,,,,,1967-01-01 00:00:00,1992-12-01 00:00:00,,,1967-06-01 00:00:00,1992-08-31 00:00:00,1967-01-01 00:00:00,1992-12-01 00:00:00,Y,N,N
-114.76666666666667,54.86666666666667,2593,SALTEAUX,AB,ALBERTA,ALBERTA,CAN,545200000,-1144600000,MST,700.00,3065693,,,N/A,G,1,9,,,,,1989-01-01 00:00:00,2011-09-30 00:00:00,,,1989-06-01 00:00:00,2011-09-30 00:00:00,1989-01-01 00:00:00,2007-09-01 00:00:00,Y,N,N
-114.76666666666667,55.28333333333333,2607,SLAVE LAKE,AB,ALBERTA,ALBERTA,CAN,551700000,-1144600000,MST,585.20,3066000,,,N/A,,1,9,,,,,1922-01-01 00:00:00,1962-12-01 00:00:00,,,1922-08-01 00:00:00,1962-08-31 00:00:00,1922-01-01 00:00:00,1962-12-01 00:00:00,Y,N,N
-114.0,55.166666666666664,2610,SMITH,AB,ALBERTA,ALBERTA,CAN,551000000,-1140000000,MST,,3066017,,,N/A,,1,9,,,,,1962-01-01 00:00:00,1966-12-01 00:00:00,,,1962-02-01 00:00:00,1966-09-30 00:00:00,1962-01-01 00:00:00,1966-12-01 00:00:00,Y,N,N
-98.7,50.016666666666666,3774,BEAVER,MB,MANITOBA,MANITOBA,CAN,500100000,-984200000,CST,262.70,5040165,,,N/A,,1,9,,,,,1887-01-01 00:00:00,1907-12-01 00:00:00,,,1887-06-01 00:00:00,1907-10-31 00:00:00,1887-01-01 00:00:00,1907-12-01 00:00:00,Y,N,N
-100.91666666666667,52.516666666666666,3777,BIRCH RIVER,MB,MANITOBA,MANITOBA,CAN,523100000,-1005500000,CST,267.90,5040218,,,Climate-Staffed,C,1,4,,,,,1970-01-01 00:00:00,2000-10-31 00:00:00,,,1970-06-01 00:00:00,2000-10-31 00:00:00,1970-01-01 00:00:00,2000-10-01 00:00:00,Y,N,N
-98.3,50.18333333333333,3784,DELTA WATERFOWL RS,MB,MANITOBA,MANITOBA,CAN,501100000,-981800000,CST,247.50,5040765,,,N/A,G,1,8,,,,,1965-01-01 00:00:00,1975-12-01 00:00:00,,,1965-04-01 00:00:00,1975-01-31 00:00:00,1965-01-01 00:00:00,1975-12-01 00:00:00,Y,N,N
-100.48333333333333,51.166666666666664,3794,GILBERT PLAINS 2,MB,MANITOBA,MANITOBA,CAN,511000000,-1002900000,CST,388.90,5040986,,,N/A,G,1,9,,,,,1980-01-01 00:00:00,1982-12-01 00:00:00,,,1980-03-01 00:00:00,1982-02-28 00:00:00,1980-01-01 00:00:00,1982-12-01 00:00:00,Y,N,N
-100.7,51.11666666666667,3799,GRANDVIEW,MB,MANITOBA,MANITOBA,CAN,510700000,-1004200000,CST,442.00,5041116,,,Climate-Staffed,G,1,9,,,,,1977-01-01 00:00:00,2003-09-30 00:00:00,,,1977-07-01 00:00:00,2003-09-30 00:00:00,1977-01-01 00:00:00,2003-09-01 00:00:00,Y,N,N
-98.68333333333334,50.083333333333336,3806,KATRIME EXP ST,MB,MANITOBA,MANITOBA,CAN,500500000,-984100000,CST,270.40,5041400,,,N/A,,1,9,,,,,1951-01-01 00:00:00,1960-12-31 00:00:00,,,1951-01-01 00:00:00,1960-12-31 00:00:00,1951-01-01 00:00:00,1960-12-01 00:00:00,Y,N,N
-98.5,50.166666666666664,3817,MACDONALD,MB,MANITOBA,MANITOBA,CAN,501000000,-983000000,CST,249.90,5041670,,,Climate-Staffed,A,1,2,,,,,1967-01-01 00:00:00,2008-12-31 00:00:00,,,1967-05-01 00:00:00,2008-12-31 00:00:00,1967-01-01 00:00:00,2007-11-01 00:00:00,Y,Y,N
-62.583333333333336,58.21666666666667,6780,HEBRON,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,581300000,-623500000,NST,7.60,8502200,,,N/A,,1,9,,,,,1947-01-01 00:00:00,1957-07-31 00:00:00,,,1947-08-01 00:00:00,1957-07-31 00:00:00,1947-01-01 00:00:00,1955-12-01 00:00:00,Y,N,N
-55.83361111111111,52.30361111111111,6783,MARY'S HARBOUR A,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,521813000,-555001000,NST,10.60,8502591,YMH,71817,Aviation-Staffed,E,1,6,,,,,1983-01-01 00:00:00,2013-12-12 14:30:00,1983-10-17 15:30:00,2013-12-12 14:30:00,1983-10-01 00:00:00,2013-12-12 00:00:00,1983-01-01 00:00:00,1998-01-01 00:00:00,Y,N,Y
-60.15,53.53333333333333,6788,NORTH WEST RIVER,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,533200000,-600900000,NST,61.00,8502875,,,N/A,G,1,9,,,,,1901-02-01 00:00:00,1973-12-01 00:00:00,,,1901-02-01 00:00:00,1973-05-31 00:00:00,1906-01-01 00:00:00,1973-12-01 00:00:00,Y,N,N
-56.43333333333333,51.733333333333334,6793,RED BAY,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,514400000,-562600000,NST,18.30,8503081,,,Climate-Staffed,G,1,8,,,,,1990-01-01 00:00:00,1996-06-30 00:00:00,,,1990-07-01 00:00:00,1996-06-30 00:00:00,1990-01-01 00:00:00,1996-06-01 00:00:00,Y,N,N
-66.23333333333333,52.983333333333334,6795,ROSS BAY,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,525900000,-661400000,NST,554.40,8503100,,,N/A,,1,9,,,,,1953-01-01 00:00:00,1953-12-31 00:00:00,,,1953-06-01 00:00:00,1953-12-31 00:00:00,1953-01-01 00:00:00,1953-12-01 00:00:00,Y,N,N
-62.65,58.483333333333334,6798,SAGLEK,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,582900000,-623900000,NST,21.30,8503250,,,N/A,,1,9,,,,,1955-01-01 00:00:00,1960-12-01 00:00:00,,,1955-01-01 00:00:00,1960-05-31 00:00:00,1955-01-01 00:00:00,1960-12-01 00:00:00,Y,N,N
-64.48333333333333,53.63333333333333,6801,TWIN FALLS A,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,533800000,-642900000,NST,456.90,8504060,,,N/A,,1,9,,,,,1967-01-01 00:00:00,1968-12-01 00:00:00,,,1967-12-01 00:00:00,1968-11-30 00:00:00,1967-01-01 00:00:00,1968-12-01 00:00:00,Y,N,N
-57.87777777777778,49.57,6938,ROCKY HARBOUR CS,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,493412000,-575240000,NST,67.70,8403097,XRH,71588,Climate-Auto,F,1,7,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1993-01-01 00:00:00,2021-06-25 17:30:00,1999-07-06 15:30:00,2021-06-25 17:30:00,1993-01-01 00:00:00,2021-06-25 00:00:00,1993-01-01 00:00:00,2007-07-01 00:00:00,Y,N,N
-63.96666666666667,53.53333333333333,6940,CHURCHILL FALLS,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,533200000,-635800000,NST,488.50,850A131,,,N/A,G,1,8,,,,,1993-01-01 00:00:00,1998-04-30 00:00:00,,,1993-10-01 00:00:00,1998-04-30 00:00:00,1993-01-01 00:00:00,1998-04-01 00:00:00,Y,N,N
-55.79472222222222,47.367777777777775,8991,SAGONA ISLAND,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,472204000,-554741000,NST,59.70,8403255,WZN,71408,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1993-05-09 00:00:00,2024-10-02 12:30:01,1994-02-01 03:17:00,2024-10-02 12:30:01,1993-05-09 00:00:00,2024-10-02 00:00:00,,,Y,N,Y
-102.36666666666666,53.916666666666664,3416,CUMBERLAND HOUSE 2,SK,SASKATCHEWAN,SASKATCHEWAN,CAN,535500000,-1022200000,CST,268.80,4071962,,,N/A,G,1,8,,,,,1978-01-01 00:00:00,1987-12-01 00:00:00,,,1978-07-01 00:00:00,1987-03-31 00:00:00,1978-01-01 00:00:00,1987-12-01 00:00:00,Y,N,N
-103.4,54.666666666666664,3417,DESCHAMBAULT LAKE,SK,SASKATCHEWAN,SASKATCHEWAN,CAN,544000000,-1032400000,CST,373.00,4072192,,,N/A,G,1,9,,,,,1989-01-01 00:00:00,1989-12-01 00:00:00,,,1989-10-01 00:00:00,1989-11-30 00:00:00,1989-01-01 00:00:00,1989-12-01 00:00:00,Y,N,N
-104.33333333333333,53.28333333333333,3418,LOST RIVER,SK,SASKATCHEWAN,SASKATCHEWAN,CAN,531700000,-1042000000,CST,374.90,4074640,,,N/A,C,1,4,,,,,1911-01-01 00:00:00,1994-12-31 00:00:00,,,1911-05-01 00:00:00,1994-12-31 00:00:00,1911-01-01 00:00:00,1994-12-01 00:00:00,Y,N,N
-104.01666666666667,52.43333333333333,3431,ARCHERWILL,SK,SASKATCHEWAN,SASKATCHEWAN,CAN,522600000,-1040100000,CST,556.00,4080200,,,N/A,E,1,6,,,,,1951-01-01 00:00:00,1982-12-01 00:00:00,,,1951-01-01 00:00:00,1982-11-30 00:00:00,1951-01-01 00:00:00,1982-12-01 00:00:00,Y,N,N
-103.83333333333333,52.583333333333336,3446,MCKAGUE 2,SK,SASKATCHEWAN,SASKATCHEWAN,CAN,523500000,-1035000000,CST,543.00,4085052,,,Climate-Staffed,E,1,6,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1985-01-01 00:00:00,2019-03-24 00:00:00,,,1985-07-01 00:00:00,2019-03-24 00:00:00,1985-01-01 00:00:00,2007-11-01 00:00:00,Y,N,N
-101.86666666666666,52.083333333333336,3448,PELLY,SK,SASKATCHEWAN,SASKATCHEWAN,CAN,520500000,-1015200000,CST,509.00,4086000,,,Climate-Staffed,A,1,1,,,,,1951-01-01 00:00:00,2016-03-20 00:00:00,,,1951-07-01 00:00:00,2016-03-20 00:00:00,1951-01-01 00:00:00,2007-11-01 00:00:00,N,Y,N
-103.15,52.65,3451,PORCUPINE PLAIN,SK,SASKATCHEWAN,SASKATCHEWAN,CAN,523900000,-1030900000,CST,464.80,4086160,,,N/A,E,1,6,,,,,1953-01-01 00:00:00,1995-08-31 00:00:00,,,1953-01-01 00:00:00,1995-08-31 00:00:00,1953-01-01 00:00:00,1995-08-01 00:00:00,Y,N,N
-102.98333333333333,52.86666666666667,3454,PRAIRIE RIVER,SK,SASKATCHEWAN,SASKATCHEWAN,CAN,525200000,-1025900000,CST,467.00,4086180,,,N/A,F,1,7,,,,,1956-01-01 00:00:00,1982-12-01 00:00:00,,,1956-05-01 00:00:00,1982-07-31 00:00:00,1956-01-01 00:00:00,1982-12-01 00:00:00,Y,N,N
-100.17902777777778,50.10816666666667,3457,RIVERS PETTAPIECE,MB,MANITOBA,MANITOBA,CAN,500629400,-1001044500,CST,487.50,501BMMA,,,Climate-Staffed,E,1,6,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1987-01-01 00:00:00,2024-10-01 00:00:00,,,1987-07-01 00:00:00,2024-10-01 00:00:00,1987-01-01 00:00:00,2007-11-01 00:00:00,Y,N,N
-115.66666666666667,54.13333333333333,2631,WHITECOURT,AB,ALBERTA,ALBERTA,CAN,540800000,-1154000000,MST,740.70,3067370,,,N/A,F,1,7,,,,,1942-01-01 00:00:00,1978-12-01 00:00:00,1953-01-01 00:00:00,1978-07-31 23:00:00,1942-12-01 00:00:00,1978-07-31 00:00:00,1942-01-01 00:00:00,1978-12-01 00:00:00,Y,N,Y
-117.15,53.233333333333334,2641,YELLOWHEAD LO,AB,ALBERTA,ALBERTA,CAN,531400000,-1170900000,MST,1463.00,3067680,,,N/A,F,1,9,,,,,1957-01-01 00:00:00,2011-09-01 00:00:00,,,1957-08-01 00:00:00,2011-09-01 00:00:00,1957-01-01 00:00:00,2007-09-01 00:00:00,Y,N,N
-114.0,59.266666666666666,2646,CROWE TOWER,AB,ALBERTA,ALBERTA,CAN,591600000,-1140000000,MST,914.00,307JRN0,,,Climate-Staffed,F,1,9,,,,,1984-01-01 00:00:00,1990-12-01 00:00:00,,,1984-05-01 00:00:00,1990-08-31 00:00:00,1984-01-01 00:00:00,1990-12-01 00:00:00,Y,N,N
-117.68333333333334,56.15,2661,BERWYN CDA,AB,ALBERTA,ALBERTA,CAN,560900000,-1174100000,MST,626.40,3070642,,,N/A,F,1,7,,,,,1975-01-01 00:00:00,1993-12-01 00:00:00,,,1975-10-01 00:00:00,1993-03-31 00:00:00,1975-01-01 00:00:00,1993-12-01 00:00:00,Y,N,N
-98.61666666666666,51.3,3824,MOOSEHORN,MB,MANITOBA,MANITOBA,CAN,511800000,-983700000,CST,249.90,5041800,,,N/A,,1,9,,,,,1910-01-01 00:00:00,1966-12-01 00:00:00,,,1910-04-01 00:00:00,1966-10-31 00:00:00,1910-01-01 00:00:00,1966-12-01 00:00:00,Y,N,N
